date,rank,song,artist
3/12/2023,44,Keith Whitley,Morgan Wallen
3/12/2023,45,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
3/12/2023,46,Snooze,SZA
3/12/2023,47,In The Bible,Morgan Wallen Featuring HARDY
3/12/2023,48,Neon Star (Country Boy Lullaby),Morgan Wallen
3/12/2023,49,Golden Hour,JVKE
3/12/2023,50,Shirt,SZA
3/12/2023,51,Me + All Your Reasons,Morgan Wallen
3/12/2023,52,I Deserve A Drink,Morgan Wallen
3/12/2023,53,F150-50,Morgan Wallen
3/12/2023,54,Tennessee Fan,Morgan Wallen
3/12/2023,55,Heart Like A Truck,Lainey Wilson
3/12/2023,56,Single Than She Was,Morgan Wallen
3/12/2023,57,Made You Look,Meghan Trainor
3/12/2023,58,Wait In The Truck,HARDY Featuring Lainey Wilson
3/12/2023,59,Wine Into Water,Morgan Wallen
3/12/2023,60,On The Street,j-hope With J. Cole
3/12/2023,61,Days That End In Why,Morgan Wallen
3/12/2023,62,Painting Pictures,Superstar Pride
3/12/2023,63,180 (Lifestyle),Morgan Wallen
3/12/2023,64,Bebe Dame,Fuerza Regida X Grupo Frontera
3/12/2023,65,Last Drive Down Main,Morgan Wallen
3/12/2023,66,Bloody Mary,Lady Gaga
3/12/2023,67,Favorite Song,Toosii
3/12/2023,68,Spin Bout U,Drake & 21 Savage
3/12/2023,69,Good Girl Gone Missin',Morgan Wallen
3/12/2023,70,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
3/12/2023,71,Me To Me,Morgan Wallen
3/12/2023,72,Money On Me,Morgan Wallen
3/12/2023,73,Nobody Gets Me,SZA
3/12/2023,74,Love You Anyway,Luke Combs
3/12/2023,75,Had It,Morgan Wallen
3/12/2023,76,Outlook,Morgan Wallen
3/12/2023,77,Don't Think Jesus,Morgan Wallen
3/12/2023,78,Special,Lizzo Featuring SZA
3/12/2023,79,What He Didn't Do,Carly Pearce
3/12/2023,80,Ceilings,Lizzy McAlpine
3/12/2023,81,Wild As Her,Corey Kent
3/12/2023,82,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert
3/12/2023,83,Handle On You,Parker McCollum
3/12/2023,84,Next Thing You Know,Jordan Davis
3/12/2023,85,In Ha Mood,Ice Spice
3/12/2023,86,Freestyle,Lil Baby
3/12/2023,87,Dawns,Zach Bryan Featuring Maggie Rogers
3/12/2023,88,Love Again,The Kid LAROI
3/12/2023,89,Private Landing,Don Toliver Featuring Justin Bieber & Future
3/12/2023,90,Que Vuelvas,Carin Leon X Grupo Frontera
3/12/2023,91,Tennessee Orange,Megan Moroney
3/12/2023,92,Low,SZA
3/12/2023,93,X Si Volvemos,Karol G x Romeo Santos
3/12/2023,94,Trance,"Metro Boomin, Travis Scott & Young Thug"
3/12/2023,95,Forever,Lil Baby Featuring Fridayy
3/12/2023,96,Nonsense,Sabrina Carpenter
3/12/2023,97,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
3/12/2023,98,Lift Me Up,Rihanna
3/12/2023,99,You Didn't,Brett Young
3/12/2023,100,10:35,Tiesto Featuring Tate McRae
3/19/2023,1,Flowers,Miley Cyrus
3/19/2023,2,Last Night,Morgan Wallen
3/19/2023,3,Kill Bill,SZA
3/19/2023,4,Die For You,The Weeknd & Ariana Grande
3/19/2023,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
3/19/2023,6,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
3/19/2023,7,Anti-Hero,Taylor Swift
3/19/2023,8,Calm Down,Rema & Selena Gomez
3/19/2023,9,Thought You Should Know,Morgan Wallen
3/19/2023,10,You Proof,Morgan Wallen
3/19/2023,11,Rock And A Hard Place,Bailey Zimmerman
3/19/2023,12,Players,Coi Leray
3/19/2023,13,Unholy,Sam Smith & Kim Petras
3/19/2023,14,I'm Good (Blue),David Guetta & Bebe Rexha
3/19/2023,15,As It Was,Harry Styles
3/19/2023,16,Under The Influence,Chris Brown
3/19/2023,17,Thinkin' Bout Me,Morgan Wallen
3/19/2023,18,Just Wanna Rock,Lil Uzi Vert
3/19/2023,19,TQG,Karol G x Shakira
3/19/2023,20,One Thing At A Time,Morgan Wallen
3/19/2023,21,Thank God,Kane Brown With Katelyn Brown
3/19/2023,22,Cuff It,Beyonce
3/19/2023,23,Escapism,RAYE Featuring 070 Shake
3/19/2023,24,Sure Thing,Miguel
3/19/2023,25,Lavender Haze,Taylor Swift
3/19/2023,26,Rich Flex,Drake & 21 Savage
3/19/2023,27,"Going, Going, Gone",Luke Combs
3/19/2023,28,Until I Found You,Stephen Sanchez
3/19/2023,29,Everything I Love,Morgan Wallen
3/19/2023,30,Something In The Orange,Zach Bryan
3/19/2023,31,Ain't That Some,Morgan Wallen
3/19/2023,32,River,Miley Cyrus
3/19/2023,33,I Wrote The Book,Morgan Wallen
3/19/2023,34,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
3/19/2023,35,Snooze,SZA
3/19/2023,36,Favorite Song,Toosii
3/19/2023,37,Red Ruby Da Sleeze,Nicki Minaj
3/19/2023,38,Heart Like A Truck,Lainey Wilson
3/19/2023,39,Shirt,SZA
3/19/2023,40,Golden Hour,JVKE
3/19/2023,41,Man Made A Bar,Morgan Wallen Featuring Eric Church
3/19/2023,42,Wait In The Truck,HARDY Featuring Lainey Wilson
3/19/2023,43,Bloody Mary,Lady Gaga
3/19/2023,44,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
3/19/2023,45,Spin Bout U,Drake & 21 Savage
3/19/2023,46,Made You Look,Meghan Trainor
3/19/2023,47,Bebe Dame,Fuerza Regida X Grupo Frontera
3/19/2023,48,'98 Braves,Morgan Wallen
3/19/2023,49,Sunrise,Morgan Wallen
3/19/2023,50,Nobody Gets Me,SZA
3/19/2023,51,Cowgirls,Morgan Wallen Featuring ERNEST
3/19/2023,52,What He Didn't Do,Carly Pearce
3/19/2023,53,Painting Pictures,Superstar Pride
3/19/2023,54,Ceilings,Lizzy McAlpine
3/19/2023,55,Handle On You,Parker McCollum
3/19/2023,56,Jaded,Miley Cyrus
3/19/2023,57,Wild As Her,Corey Kent
3/19/2023,58,In Ha Mood,Ice Spice
3/19/2023,59,Special,Lizzo Featuring SZA
3/19/2023,60,Next Thing You Know,Jordan Davis
3/19/2023,61,Whiskey Friends,Morgan Wallen
3/19/2023,62,Love You Anyway,Luke Combs
3/19/2023,63,Devil Don't Know,Morgan Wallen
3/19/2023,64,Trance,"Metro Boomin, Travis Scott & Young Thug"
3/19/2023,65,Freestyle,Lil Baby
3/19/2023,66,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert
3/19/2023,67,Born With A Beer In My Hand,Morgan Wallen
3/19/2023,68,Thousand Miles,Miley Cyrus Featuring Brandi Carlile
3/19/2023,69,Love Again,The Kid LAROI
3/19/2023,70,Dying Man,Morgan Wallen
3/19/2023,71,Dawns,Zach Bryan Featuring Maggie Rogers
3/19/2023,72,Lift Me Up,Rihanna
3/19/2023,73,Neon Star (Country Boy Lullaby),Morgan Wallen
3/19/2023,74,Tennessee Numbers,Morgan Wallen
3/19/2023,75,Tennessee Orange,Megan Moroney
3/19/2023,76,Tennessee Fan,Morgan Wallen
3/19/2023,77,Hope That's True,Morgan Wallen
3/19/2023,78,Nonsense,Sabrina Carpenter
3/19/2023,79,Yandel 150,Yandel & Feid
3/19/2023,80,Keith Whitley,Morgan Wallen
3/19/2023,81,Me + All Your Reasons,Morgan Wallen
3/19/2023,82,Forever,Lil Baby Featuring Fridayy
3/19/2023,83,Low,SZA
3/19/2023,84,Que Vuelvas,Carin Leon X Grupo Frontera
3/19/2023,85,I Deserve A Drink,Morgan Wallen
3/19/2023,86,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
3/19/2023,87,You Didn't,Brett Young
3/19/2023,88,In The Bible,Morgan Wallen Featuring HARDY
3/19/2023,89,10:35,Tiesto Featuring Tate McRae
3/19/2023,90,Single Than She Was,Morgan Wallen
3/19/2023,91,Rose Colored Lenses,Miley Cyrus
3/19/2023,92,Por Las Noches,Peso Pluma
3/19/2023,93,Heaven,Niall Horan
3/19/2023,94,X Si Volvemos,Karol G x Romeo Santos
3/19/2023,95,PRC,Peso Pluma X Natanael Cano
3/19/2023,96,180 (Lifestyle),Morgan Wallen
3/19/2023,97,F150-50,Morgan Wallen
3/19/2023,98,Private Landing,Don Toliver Featuring Justin Bieber & Future
3/19/2023,99,Dancin' In The Country,Tyler Hubbard
3/19/2023,100,Wine Into Water,Morgan Wallen
3/26/2023,1,Flowers,Miley Cyrus
3/26/2023,2,Last Night,Morgan Wallen
3/26/2023,3,Kill Bill,SZA
3/26/2023,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
3/26/2023,5,Die For You,The Weeknd & Ariana Grande
3/26/2023,6,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
3/26/2023,7,Anti-Hero,Taylor Swift
3/26/2023,8,Calm Down,Rema & Selena Gomez
3/26/2023,9,Players,Coi Leray
3/26/2023,10,Rock And A Hard Place,Bailey Zimmerman
3/26/2023,11,Thought You Should Know,Morgan Wallen
3/26/2023,12,All Of The Girls You Loved Before,Taylor Swift
3/26/2023,13,You Proof,Morgan Wallen
3/26/2023,14,Under The Influence,Chris Brown
3/26/2023,15,As It Was,Harry Styles
3/26/2023,16,I'm Good (Blue),David Guetta & Bebe Rexha
3/26/2023,17,Lavender Haze,Taylor Swift
3/26/2023,18,Unholy,Sam Smith & Kim Petras
3/26/2023,19,Just Wanna Rock,Lil Uzi Vert
3/26/2023,20,Thinkin' Bout Me,Morgan Wallen
3/26/2023,21,Favorite Song,Toosii
3/26/2023,22,TQG,Karol G x Shakira
3/26/2023,23,Sure Thing,Miguel
3/26/2023,24,Escapism,RAYE Featuring 070 Shake
3/26/2023,25,One Thing At A Time,Morgan Wallen
3/26/2023,26,Ella Baila Sola,Eslabon Armado X Peso Pluma
3/26/2023,27,Rich Flex,Drake & 21 Savage
3/26/2023,28,Thank God,Kane Brown With Katelyn Brown
3/26/2023,29,Until I Found You,Stephen Sanchez
3/26/2023,30,"Set Me Free, Pt. 2",Jimin
3/26/2023,31,Cuff It,Beyonce
3/26/2023,32,"Going, Going, Gone",Luke Combs
3/26/2023,33,Something In The Orange,Zach Bryan
3/26/2023,34,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
3/26/2023,35,Heart Like A Truck,Lainey Wilson
3/26/2023,36,Snooze,SZA
3/26/2023,37,What He Didn't Do,Carly Pearce
3/26/2023,38,Everything I Love,Morgan Wallen
3/26/2023,39,Ain't That Some,Morgan Wallen
3/26/2023,40,Spin Bout U,Drake & 21 Savage
3/26/2023,41,Bloody Mary,Lady Gaga
3/26/2023,42,Golden Hour,JVKE
3/26/2023,43,Wait In The Truck,HARDY Featuring Lainey Wilson
3/26/2023,44,Shirt,SZA
3/26/2023,45,5 Leaf Clover,Luke Combs
3/26/2023,46,I Wrote The Book,Morgan Wallen
3/26/2023,47,Red Ruby Da Sleeze,Nicki Minaj
3/26/2023,48,Painting Pictures,Superstar Pride
3/26/2023,49,Love You Anyway,Luke Combs
3/26/2023,50,Bebe Dame,Fuerza Regida X Grupo Frontera
3/26/2023,51,Man Made A Bar,Morgan Wallen Featuring Eric Church
3/26/2023,52,Nobody Gets Me,SZA
3/26/2023,53,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
3/26/2023,54,Cowgirls,Morgan Wallen Featuring ERNEST
3/26/2023,55,Next Thing You Know,Jordan Davis
3/26/2023,56,Ceilings,Lizzy McAlpine
3/26/2023,57,Wild As Her,Corey Kent
3/26/2023,58,Handle On You,Parker McCollum
3/26/2023,59,River,Miley Cyrus
3/26/2023,60,In Ha Mood,Ice Spice
3/26/2023,61,'98 Braves,Morgan Wallen
3/26/2023,62,Sunrise,Morgan Wallen
3/26/2023,63,Special,Lizzo Featuring SZA
3/26/2023,64,Freestyle,Lil Baby
3/26/2023,65,Love Again,The Kid LAROI
3/26/2023,66,Trance,"Metro Boomin, Travis Scott & Young Thug"
3/26/2023,67,Eat Your Young,Hozier
3/26/2023,68,Tennessee Orange,Megan Moroney
3/26/2023,69,Nonsense,Sabrina Carpenter
3/26/2023,70,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
3/26/2023,71,Yandel 150,Yandel & Feid
3/26/2023,72,Por Las Noches,Peso Pluma
3/26/2023,73,PRC,Peso Pluma X Natanael Cano
3/26/2023,74,Forever,Lil Baby Featuring Fridayy
3/26/2023,75,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert
3/26/2023,76,Dawns,Zach Bryan Featuring Maggie Rogers
3/26/2023,77,La Bebe,Yng Lvcas x Peso Pluma
3/26/2023,78,Que Vuelvas,Carin Leon X Grupo Frontera
3/26/2023,79,Dying Man,Morgan Wallen
3/26/2023,80,Whiskey Friends,Morgan Wallen
3/26/2023,81,Low,SZA
3/26/2023,82,Heaven,Niall Horan
3/26/2023,83,Dancin' In The Country,Tyler Hubbard
3/26/2023,84,El Gordo Trae El Mando,Chino Pacas
3/26/2023,85,10:35,Tiesto Featuring Tate McRae
3/26/2023,86,Devil Don't Know,Morgan Wallen
3/26/2023,87,Coco Chanel,Eladio Carrion & Bad Bunny
3/26/2023,88,ICU,Coco Jones
3/26/2023,89,You Didn't,Brett Young
3/26/2023,90,Neon Star (Country Boy Lullaby),Morgan Wallen
3/26/2023,91,Human,Cody Johnson
3/26/2023,92,Moonlight,Kali Uchis
3/26/2023,93,Gold,Dierks Bentley
3/26/2023,94,Born With A Beer In My Hand,Morgan Wallen
3/26/2023,95,Death,Melanie Martinez
3/26/2023,96,Nasty,Russ
3/26/2023,97,Jaded,Miley Cyrus
3/26/2023,98,Here With Me,d4vd
3/26/2023,99,Me + All Your Reasons,Morgan Wallen
3/26/2023,100,Cupid,Fifty Fifty
4/2/2023,1,Like Crazy,Jimin
4/2/2023,2,Flowers,Miley Cyrus
4/2/2023,3,Last Night,Morgan Wallen
4/2/2023,4,Kill Bill,SZA
4/2/2023,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
4/2/2023,6,Die For You,The Weeknd & Ariana Grande
4/2/2023,7,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
4/2/2023,8,Calm Down,Rema & Selena Gomez
4/2/2023,9,Anti-Hero,Taylor Swift
4/2/2023,10,Players,Coi Leray
4/2/2023,11,You Proof,Morgan Wallen
4/2/2023,12,As It Was,Harry Styles
4/2/2023,13,Rock And A Hard Place,Bailey Zimmerman
4/2/2023,14,Under The Influence,Chris Brown
4/2/2023,15,I'm Good (Blue),David Guetta & Bebe Rexha
4/2/2023,16,Lavender Haze,Taylor Swift
4/2/2023,17,Favorite Song,Toosii
4/2/2023,18,Sure Thing,Miguel
4/2/2023,19,Thought You Should Know,Morgan Wallen
4/2/2023,20,Thinkin' Bout Me,Morgan Wallen
4/2/2023,21,Just Wanna Rock,Lil Uzi Vert
4/2/2023,22,Escapism,RAYE Featuring 070 Shake
4/2/2023,23,Unholy,Sam Smith & Kim Petras
4/2/2023,24,Love You Anyway,Luke Combs
4/2/2023,25,One Thing At A Time,Morgan Wallen
4/2/2023,26,Eyes Closed,Ed Sheeran
4/2/2023,27,Something In The Orange,Zach Bryan
4/2/2023,28,TQG,Karol G x Shakira
4/2/2023,29,Thank God,Kane Brown With Katelyn Brown
4/2/2023,30,Rich Flex,Drake & 21 Savage
4/2/2023,31,Ella Baila Sola,Eslabon Armado X Peso Pluma
4/2/2023,32,Heart Like A Truck,Lainey Wilson
4/2/2023,33,5 Leaf Clover,Luke Combs
4/2/2023,34,La Bebe,Yng Lvcas x Peso Pluma
4/2/2023,35,Until I Found You,Stephen Sanchez
4/2/2023,36,Cuff It,Beyonce
4/2/2023,37,Snooze,SZA
4/2/2023,38,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
4/2/2023,39,All Of The Girls You Loved Before,Taylor Swift
4/2/2023,40,Wait In The Truck,HARDY Featuring Lainey Wilson
4/2/2023,41,Spin Bout U,Drake & 21 Savage
4/2/2023,42,"Going, Going, Gone",Luke Combs
4/2/2023,43,Bloody Mary,Lady Gaga
4/2/2023,44,Fast Car,Luke Combs
4/2/2023,45,Shirt,SZA
4/2/2023,46,Golden Hour,JVKE
4/2/2023,47,What He Didn't Do,Carly Pearce
4/2/2023,48,Everything I Love,Morgan Wallen
4/2/2023,49,Ain't That Some,Morgan Wallen
4/2/2023,50,Low Down,Lil Baby
4/2/2023,51,Red Ruby Da Sleeze,Nicki Minaj
4/2/2023,52,Beso,Rosalia & Rauw Alejandro
4/2/2023,53,Handle On You,Parker McCollum
4/2/2023,54,Growin' Up And Gettin' Old,Luke Combs
4/2/2023,55,I Wrote The Book,Morgan Wallen
4/2/2023,56,Painting Pictures,Superstar Pride
4/2/2023,57,Bebe Dame,Fuerza Regida X Grupo Frontera
4/2/2023,58,Wild As Her,Corey Kent
4/2/2023,59,Man Made A Bar,Morgan Wallen Featuring Eric Church
4/2/2023,60,Cowgirls,Morgan Wallen Featuring ERNEST
4/2/2023,61,Next Thing You Know,Jordan Davis
4/2/2023,62,Nonsense,Sabrina Carpenter
4/2/2023,63,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
4/2/2023,64,Tennessee Orange,Megan Moroney
4/2/2023,65,Nobody Gets Me,SZA
4/2/2023,66,Special,Lizzo Featuring SZA
4/2/2023,67,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
4/2/2023,68,In Ha Mood,Ice Spice
4/2/2023,69,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B
4/2/2023,70,Ceilings,Lizzy McAlpine
4/2/2023,71,Love Again,The Kid LAROI
4/2/2023,72,Trance,"Metro Boomin, Travis Scott & Young Thug"
4/2/2023,73,Yandel 150,Yandel & Feid
4/2/2023,74,ICU,Coco Jones
4/2/2023,75,Dancin' In The Country,Tyler Hubbard
4/2/2023,76,Por Las Noches,Peso Pluma
4/2/2023,77,Sunrise,Morgan Wallen
4/2/2023,78,PRC,Peso Pluma X Natanael Cano
4/2/2023,79,'98 Braves,Morgan Wallen
4/2/2023,80,River,Miley Cyrus
4/2/2023,81,Dogtooth,"Tyler, The Creator"
4/2/2023,82,Slut Me Out,NLE Choppa
4/2/2023,83,Forever,Lil Baby Featuring Fridayy
4/2/2023,84,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert
4/2/2023,85,Dawns,Zach Bryan Featuring Maggie Rogers
4/2/2023,86,The Light,Juice WRLD
4/2/2023,87,Que Vuelvas,Carin Leon X Grupo Frontera
4/2/2023,88,Heaven,Niall Horan
4/2/2023,89,Human,Cody Johnson
4/2/2023,90,Dying Man,Morgan Wallen
4/2/2023,91,Low,SZA
4/2/2023,92,Gold,Dierks Bentley
4/2/2023,93,Coco Chanel,Eladio Carrion & Bad Bunny
4/2/2023,94,Cupid,Fifty Fifty
4/2/2023,95,El Gordo Trae El Mando,Chino Pacas
4/2/2023,96,Eat Your Young,Hozier
4/2/2023,97,Ch y La Pizza,Fuerza Regida X Natanael Cano
4/2/2023,98,Whiskey Friends,Morgan Wallen
4/2/2023,99,Moonlight,Kali Uchis
4/2/2023,100,Memory Lane,Old Dominion
4/9/2023,1,Last Night,Morgan Wallen
4/9/2023,2,Kill Bill,SZA
4/9/2023,3,Flowers,Miley Cyrus
4/9/2023,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
4/9/2023,5,Die For You,The Weeknd & Ariana Grande
4/9/2023,6,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
4/9/2023,7,Calm Down,Rema & Selena Gomez
4/9/2023,8,Anti-Hero,Taylor Swift
4/9/2023,9,Players,Coi Leray
4/9/2023,10,Rock And A Hard Place,Bailey Zimmerman
4/9/2023,11,Lavender Haze,Taylor Swift
4/9/2023,12,You Proof,Morgan Wallen
4/9/2023,13,As It Was,Harry Styles
4/9/2023,14,Favorite Song,Toosii
4/9/2023,15,Sure Thing,Miguel
4/9/2023,16,Fight The Feeling,Rod Wave
4/9/2023,17,Ella Baila Sola,Eslabon Armado X Peso Pluma
4/9/2023,18,I'm Good (Blue),David Guetta & Bebe Rexha
4/9/2023,19,Under The Influence,Chris Brown
4/9/2023,20,Thought You Should Know,Morgan Wallen
4/9/2023,21,Thinkin' Bout Me,Morgan Wallen
4/9/2023,22,Unholy,Sam Smith & Kim Petras
4/9/2023,23,Escapism,RAYE Featuring 070 Shake
4/9/2023,24,One Thing At A Time,Morgan Wallen
4/9/2023,25,Just Wanna Rock,Lil Uzi Vert
4/9/2023,26,La Bebe,Yng Lvcas x Peso Pluma
4/9/2023,27,Something In The Orange,Zach Bryan
4/9/2023,28,Thank God,Kane Brown With Katelyn Brown
4/9/2023,29,Heart Like A Truck,Lainey Wilson
4/9/2023,30,Rich Flex,Drake & 21 Savage
4/9/2023,31,TQG,Karol G x Shakira
4/9/2023,32,Fast Car,Luke Combs
4/9/2023,33,Dogtooth,"Tyler, The Creator"
4/9/2023,34,Cuff It,Beyonce
4/9/2023,35,Snooze,SZA
4/9/2023,36,Love You Anyway,Luke Combs
4/9/2023,37,Wait In The Truck,HARDY Featuring Lainey Wilson
4/9/2023,38,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
4/9/2023,39,Eyes Closed,Ed Sheeran
4/9/2023,40,Until I Found You,Stephen Sanchez
4/9/2023,41,Spin Bout U,Drake & 21 Savage
4/9/2023,42,5 Leaf Clover,Luke Combs
4/9/2023,43,Slut Me Out,NLE Choppa
4/9/2023,44,Bloody Mary,Lady Gaga
4/9/2023,45,Like Crazy,Jimin
4/9/2023,46,"Going, Going, Gone",Luke Combs
4/9/2023,47,Golden Hour,JVKE
4/9/2023,48,Sorry Not Sorry,"Tyler, The Creator"
4/9/2023,49,Shirt,SZA
4/9/2023,50,Handle On You,Parker McCollum
4/9/2023,51,Wild As Her,Corey Kent
4/9/2023,52,Red Ruby Da Sleeze,Nicki Minaj
4/9/2023,53,Next Thing You Know,Jordan Davis
4/9/2023,54,Everything I Love,Morgan Wallen
4/9/2023,55,Ain't That Some,Morgan Wallen
4/9/2023,56,Low Down,Lil Baby
4/9/2023,57,All Of The Girls You Loved Before,Taylor Swift
4/9/2023,58,Beso,Rosalia & Rauw Alejandro
4/9/2023,59,Bebe Dame,Fuerza Regida X Grupo Frontera
4/9/2023,60,I Wrote The Book,Morgan Wallen
4/9/2023,61,Void,Melanie Martinez
4/9/2023,62,Tennessee Orange,Megan Moroney
4/9/2023,63,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
4/9/2023,64,PRC,Peso Pluma X Natanael Cano
4/9/2023,65,Por Las Noches,Peso Pluma
4/9/2023,66,Cowgirls,Morgan Wallen Featuring ERNEST
4/9/2023,67,Dancin' In The Country,Tyler Hubbard
4/9/2023,68,What He Didn't Do,Carly Pearce
4/9/2023,69,Nonsense,Sabrina Carpenter
4/9/2023,70,Special,Lizzo Featuring SZA
4/9/2023,71,Yandel 150,Yandel & Feid
4/9/2023,72,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
4/9/2023,73,Man Made A Bar,Morgan Wallen Featuring Eric Church
4/9/2023,74,Painting Pictures,Superstar Pride
4/9/2023,75,Nasty,Russ
4/9/2023,76,Ceilings,Lizzy McAlpine
4/9/2023,77,In Ha Mood,Ice Spice
4/9/2023,78,ICU,Coco Jones
4/9/2023,79,Trance,"Metro Boomin, Travis Scott & Young Thug"
4/9/2023,80,Ch y La Pizza,Fuerza Regida X Natanael Cano
4/9/2023,81,Love Again,The Kid LAROI
4/9/2023,82,Need A Favor,Jelly Roll
4/9/2023,83,Forever,Lil Baby Featuring Fridayy
4/9/2023,84,Sunrise,Morgan Wallen
4/9/2023,85,Cupid,Fifty Fifty
4/9/2023,86,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B
4/9/2023,87,Human,Cody Johnson
4/9/2023,88,River,Miley Cyrus
4/9/2023,89,WHARF TALK,"Tyler, The Creator Featuring A$AP Rocky"
4/9/2023,90,Gold,Dierks Bentley
4/9/2023,91,Growin' Up And Gettin' Old,Luke Combs
4/9/2023,92,Nobody Gets Me,SZA
4/9/2023,93,Que Vuelvas,Carin Leon X Grupo Frontera
4/9/2023,94,Heaven,Niall Horan
4/9/2023,95,I Know,Kanii
4/9/2023,96,'98 Braves,Morgan Wallen
4/9/2023,97,Dawns,Zach Bryan Featuring Maggie Rogers
4/9/2023,98,Death,Melanie Martinez
4/9/2023,99,Hot Boy,Nardo Wick Featuring Lil Baby
4/9/2023,100,El Gordo Trae El Mando,Chino Pacas
4/16/2023,1,Last Night,Morgan Wallen
4/16/2023,2,Search & Rescue,Drake
4/16/2023,3,Flowers,Miley Cyrus
4/16/2023,4,Kill Bill,SZA
4/16/2023,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
4/16/2023,6,Calm Down,Rema & Selena Gomez
4/16/2023,7,Die For You,The Weeknd & Ariana Grande
4/16/2023,8,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
4/16/2023,9,Anti-Hero,Taylor Swift
4/16/2023,10,Ella Baila Sola,Eslabon Armado X Peso Pluma
4/16/2023,11,Rock And A Hard Place,Bailey Zimmerman
4/16/2023,12,Players,Coi Leray
4/16/2023,13,You Proof,Morgan Wallen
4/16/2023,14,Favorite Song,Toosii
4/16/2023,15,Sure Thing,Miguel
4/16/2023,16,Lavender Haze,Taylor Swift
4/16/2023,17,La Bebe,Yng Lvcas x Peso Pluma
4/16/2023,18,As It Was,Harry Styles
4/16/2023,19,Thought You Should Know,Morgan Wallen
4/16/2023,20,Thinkin' Bout Me,Morgan Wallen
4/16/2023,21,I'm Good (Blue),David Guetta & Bebe Rexha
4/16/2023,22,One Thing At A Time,Morgan Wallen
4/16/2023,23,Fast Car,Luke Combs
4/16/2023,24,Under The Influence,Chris Brown
4/16/2023,25,Something In The Orange,Zach Bryan
4/16/2023,26,Escapism,RAYE Featuring 070 Shake
4/16/2023,27,Thank God,Kane Brown With Katelyn Brown
4/16/2023,28,Slut Me Out,NLE Choppa
4/16/2023,29,Unholy,Sam Smith & Kim Petras
4/16/2023,30,Just Wanna Rock,Lil Uzi Vert
4/16/2023,31,Handle On You,Parker McCollum
4/16/2023,32,Wait In The Truck,HARDY Featuring Lainey Wilson
4/16/2023,33,TQG,Karol G x Shakira
4/16/2023,34,Snooze,SZA
4/16/2023,35,Rich Flex,Drake & 21 Savage
4/16/2023,36,Heart Like A Truck,Lainey Wilson
4/16/2023,37,Dancin' In The Country,Tyler Hubbard
4/16/2023,38,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
4/16/2023,39,Spin Bout U,Drake & 21 Savage
4/16/2023,40,Love You Anyway,Luke Combs
4/16/2023,41,Fight The Feeling,Rod Wave
4/16/2023,42,Eyes Closed,Ed Sheeran
4/16/2023,43,Until I Found You,Stephen Sanchez
4/16/2023,44,Cuff It,Beyonce
4/16/2023,45,"Going, Going, Gone",Luke Combs
4/16/2023,46,Bloody Mary,Lady Gaga
4/16/2023,47,Golden Hour,JVKE
4/16/2023,48,Next Thing You Know,Jordan Davis
4/16/2023,49,PRC,Peso Pluma X Natanael Cano
4/16/2023,50,Wild As Her,Corey Kent
4/16/2023,51,Por Las Noches,Peso Pluma
4/16/2023,52,Like Crazy,Jimin
4/16/2023,53,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
4/16/2023,54,Happy,NF
4/16/2023,55,Tennessee Orange,Megan Moroney
4/16/2023,56,Ain't That Some,Morgan Wallen
4/16/2023,57,Everything I Love,Morgan Wallen
4/16/2023,58,Low Down,Lil Baby
